00:00:02, 0.1, 242,    9,   1222, 12.2, 42.4,     55,   25, 0.3, 50.0, 2.2, 242,  343,   2876, 890.9, 22.3,    913,  523, 0.7, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:00:12, 0.1, 242,    8,   1222, 12.2, 42.4,     55,   25, 0.3, 50.0, 2.2, 242,  344,   2876, 890.9, 22.3,    913,  522, 0.7, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:00:22, 0.1, 242,    8,   1222, 12.2, 42.4,     55,   25, 0.3, 50.0, 2.3, 242,  382,   2876, 890.9, 22.3,    913,  544, 0.7, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:00:32, 0.1, 242,    8,   1222, 12.2, 42.4,     55,   25, 0.3, 50.0, 2.3, 242,  388,   2876, 890.9, 22.3,    913,  548, 0.7, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:00:42, 0.1, 241,    8,   1222, 12.2, 42.4,     55,   25, 0.3, 50.0, 2.3, 241,  388,   2876, 890.9, 22.3,    913,  544, 0.7, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:00:52, 0.1, 239,    9,   1222, 12.2, 42.4,     55,   25, 0.4, 50.0, 6.5, 239, 1500,   2876, 890.9, 22.3,    913, 1558, 0.9, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:01:02, 0.1, 238,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.7, 238, 1799,   2876, 890.9, 22.3,    913, 1836, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:01:12, 0.1, 238,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.7, 238, 1796,   2876, 890.9, 22.3,    913, 1833, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:01:22, 0.1, 238,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.8, 238, 1810,   2876, 890.9, 22.3,    913, 1846, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:01:32, 0.1, 238,    9,   1222, 12.2, 42.4,     55,   25, 0.4, 50.0, 7.7, 238, 1805,   2876, 890.9, 22.3,    913, 1841, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:01:42, 0.1, 238,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.8, 238, 1806,   2876, 890.9, 22.3,    913, 1842, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:01:52, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.8, 237, 1798,   2876, 890.9, 22.3,    913, 1833, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:02:02, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.8, 237, 1803,   2876, 890.9, 22.3,    913, 1838, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:02:12, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.8, 237, 1802,   2876, 890.9, 22.3,    913, 1837, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:02:22, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   25, 0.3, 50.0, 7.8, 237, 1803,   2876, 890.9, 22.3,    913, 1839, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:02:32, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.8, 237, 1808,   2876, 890.9, 22.3,    913, 1844, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:02:42, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.7, 237, 1801,   2876, 890.9, 22.3,    913, 1837, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:02:52, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.2, 237, 1695,   2876, 890.9, 22.3,    913, 1710, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:03:02, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.0, 236, 1641,   2876, 890.9, 22.3,    913, 1645, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:03:12, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.0, 236, 1643,   2876, 890.9, 22.3,    913, 1647, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:03:22, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 8.0, 237, 1859,   2876, 890.9, 22.3,    913, 1886, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:03:32, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 237, 1778,   2876, 890.9, 22.3,    913, 1803, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:03:42, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 237, 1775,   2876, 890.9, 22.3,    913, 1800, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:03:52, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 236, 1768,   2876, 890.9, 22.3,    913, 1793, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:04:02, 0.1, 236,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 236, 1770,   2876, 890.9, 22.3,    913, 1795, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:04:12, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 237, 1776,   2876, 890.9, 22.3,    913, 1801, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:04:22, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 237, 1776,   2876, 890.9, 22.3,    913, 1801, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:04:32, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 237, 1778,   2876, 890.9, 22.3,    913, 1803, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:04:42, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 237, 1777,   2876, 890.9, 22.3,    913, 1802, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:04:52, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 237, 1781,   2876, 890.9, 22.3,    913, 1806, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:05:02, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   23, 0.4, 50.0, 7.6, 237, 1777,   2876, 890.9, 22.3,    913, 1803, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:05:12, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 237, 1777,   2876, 890.9, 22.3,    913, 1802, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:05:22, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 237, 1778,   2876, 890.9, 22.3,    913, 1804, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:05:32, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 236, 1771,   2876, 891.0, 22.3,    913, 1796, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:05:42, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 236, 1769,   2876, 891.0, 22.3,    913, 1794, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:05:52, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 236, 1766,   2876, 891.0, 22.3,    913, 1791, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:06:02, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 236, 1767,   2876, 891.0, 22.3,    913, 1792, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:06:12, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.6, 236, 1764,   2876, 891.0, 22.3,    913, 1789, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:06:22, 0.1, 236,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.6, 236, 1763,   2876, 891.0, 22.3,    913, 1788, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:06:32, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.5, 236, 1744,   2876, 891.0, 22.3,    913, 1770, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:06:42, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.4, 236, 1715,   2876, 891.0, 22.3,    913, 1742, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:06:52, 0.1, 236,    8,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.4, 236, 1715,   2876, 891.0, 22.3,    913, 1743, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:07:02, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.4, 237, 1715,   2876, 891.0, 22.3,    913, 1743, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:07:12, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.4, 237, 1723,   2876, 891.0, 22.3,    913, 1751, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:07:22, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   25, 0.4, 50.0, 7.4, 237, 1722,   2876, 891.0, 22.3,    913, 1750, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:07:32, 0.1, 237,    8,   1222, 12.2, 42.4,     55,   24, 0.3, 50.0, 7.4, 237, 1720,   2876, 891.0, 22.3,    913, 1748, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
00:07:42, 0.1, 237,    9,   1222, 12.2, 42.4,     55,   24, 0.4, 50.0, 7.4, 237, 1723,   2876, 891.0, 22.3,    913, 1751, 1.0, 50.0,  0.0, 0.0, 8.0,  90, 2, 0.0, 0.0,   0, 
